sk_id,bk_id,name
2982,spotify:album:6Z1zv6Hw9bdvSoxI5uYk2h,The 1975
2983,spotify:album:1oHY6eQmEG8skElDvFgKz2,Talking Dreams
2984,spotify:album:2AAVQqcejMEgNpdg2raPYE,"Oh, What A Life"
2985,spotify:album:0jD1tOJpP0Qz8UcLq3FFkr,Never Been Better
2986,spotify:album:2O7R7SK5zDsGeI1JpNihNE,Home
2987,spotify:album:0brOx4BkI3TmEqWcXRExUe,Eliza Doolittle
2988,spotify:album:2gDCBa5P6SnAaY0cadefQS,Made of Bricks
2989,spotify:album:61IsFgLDnUXc9buDJyi3Eo,Bomb the Twist
2990,spotify:album:0BZbTNqpXFg6lxNv78X7Lp,Who You Are
2991,spotify:album:163iYwl7Kdm9ayTnD4VyfN,Partners In Crime
2992,spotify:album:3w7TTi80vZApF0rQE5DMYb,Sheryl Crow
2993,spotify:album:5zseibu9WEsPaZmkJUMkz1,California 37
2994,spotify:album:5uYNj1HkZrWKAkhEYcGmJr,The Joker
2995,spotify:album:0IomjU2bXFng4LQBYn7Het,Bella Donna (Remastered)
2996,spotify:album:0g6DaZtBNmIAiTJGW4n4SR,Song Review: A Greatest Hits Collection
2997,spotify:album:7npBPiCHjPj8PVIGPuHXep,Paul Simon
2998,spotify:album:6mUdeDZCsExyJLMdAfDuwh,Back In Black
2999,spotify:album:4Rvc82pV7HCKZyRHbLWCac,Tragic Kingdom
3000,spotify:album:43NNW7iDuAE8pIouzvwWWi,14:59
3001,spotify:album:4FsibLgkGMV9AfbLtEqvxT,Stunt
3002,spotify:album:50DkoLL4ArRVXhWx9ssQSe,On How Life Is
3003,spotify:album:0XUNG1cssmwHh22loRqKdJ,Magazines Or Novels
3004,spotify:album:48joW5905AMbTFLvy8ZWch,Freeze Frame
3005,spotify:album:2B9q4KPjOEYu885Keo9dfX,In Between Dreams
3006,spotify:album:3PRoXYsngSwjEQWR5PsHWR,Revolver
3007,spotify:album:3yHOaiXecTJVUdn7mApZ48,Room For Squares
3008,spotify:album:3v17hBg9lx5vdJQ8Dfr6OD,Tal Bachman
3009,spotify:album:4bQi4sDv5BugGpaQWJiEXa,Grand
3010,spotify:album:79x0PRGIZv33znrCkPkCZ5,No Secrets
3011,spotify:album:5Afh5z6eTtJ62nfqpKZtGv,Ocean Eyes
3012,spotify:album:1jcYwZsN7JEve9xsq9BuUX,Number Ones
3013,spotify:album:0ssMZRCnobXKQXjQ2R5A5a,Begin To Hope
3014,spotify:album:3xmKWmqJFoXS22tePO3mgd,Wheatus
3015,spotify:album:2PqrRPEyFAVWg4rsAJR4NX,Loverboy
3016,spotify:album:3oylWMc9TTC6Nx4I6U3axc,Never Trust A Happy Song
3017,spotify:album:48jgCCT2dQpdJXhO3QRUI8,Folie à Deux
3018,spotify:album:7dtLYwLOdYQa2S8Vjeuxci,Elton John
3019,spotify:album:7DphDayDRJ1NtRmveflFWD,Love Drunk
3020,spotify:album:47wh50aG3MIgDpsMe5B7n7,"All Killer, No Filler"
3021,spotify:album:4BcmNEt6VK0KBVsVY8yClD,The Madding Crowd
3022,spotify:album:5Ap3F8CxjjsQKZGASDcHNA,Jagged Little Pill (Remastered)
3023,spotify:album:3VdXq4YQIt3ugs05SjFmsD,Infest
3024,spotify:album:71rziY9eLo1tA2dBMxrwhc,RIOT!
3025,spotify:album:6t6aBQ1OKqyK9c1nPJEWeX,Foiled
3026,spotify:album:0oySm8eIbUUYmeQxCqj3Wa,Flight of the Crow
3027,spotify:album:7HnhPbF2gdb3gufe3vUxJn,Twin Forks
3028,spotify:album:0onnJgma2xAAFMYr3lUZbs,Those Younger Days
3029,spotify:album:7KkiEooAVT3EyqQMOl6Iah,Sigh No More
3030,spotify:album:2CbLBSlkvh2vR4JRLDRQso,Gossip In The Grain
3031,spotify:album:0XW0PtYAsQhKNOOXcvQzgN,Tape Deck Heart
3032,spotify:album:3gjJTUMI9q6ReSe0z7gyjp,Hands All Over
3033,spotify:album:2d25Dhlk9EcJjrW0K0tnV9,Lost On The River
3034,spotify:album:305TANxsPTFkiqS4cEilx1,XO
3035,spotify:album:0dAvbhVYW3bGnLldQ8Nvwn,American Beauty/American Psycho
3036,spotify:album:6qhVCev8FFYvmq2JebsSxL,The Monologue
3037,spotify:album:7m4d3jbswZ7fy8aeLAcbsa,Love Stuff
3038,spotify:album:30Perjew8HyGkdSmqguYyg,Blood Sugar Sex Magik
3039,spotify:album:0kjXSwSLVipUi4lSEeF0yl,All The Little Lights
3040,spotify:album:1snrPQMoTrBsKl73wzSxbn,Hands All Over
3041,spotify:album:7CzrzGbCwqT8Y43tvIUPBX,Days Are Gone
3042,spotify:album:627ukPRwYxyBREHxBq0vGJ,Kaleidoscope Heart
3043,spotify:album:0vOj0JVKv2bobFBBUTjgQF,Come On Over
3044,spotify:album:4WAujFDGR5UdnGpK0tKy2v,Come Clean
3045,spotify:album:1WFozsJ1CQfkuGcd9GjYTX,Saint's and Sinners [Remastered]
3046,spotify:album:1HduTydfaUY3idi2YgT3mb,Love Angel Music Baby
3047,spotify:album:1wRnE3zgCE5oY28pzmlsqe,Must Be Nice
3048,spotify:album:07MeEPmkdYGUOCjsdh22Wj,LoveBlood
3049,spotify:album:6WivmTXugLZLmAWnZhlz7g,Heavier Things
3050,spotify:album:2c93mTBuqEHQMiyg53P69R,Andy Grammer
3051,spotify:album:4ZViAZBx7M4vleeGgaNSMI,Oh Land
3052,spotify:album:5v3hCI7FsiFE1NhPI9fPjl,Silent War
3053,spotify:album:2jFd1C3NrSL4p8yerfjmF1,Darling
3054,spotify:album:317AOQ8bhfOB1mBWzan5QD,Clouds
3055,spotify:album:7nZJ9tUEUPSHDRjgTnLmQ6,The Shipwreck from the Shore
3056,spotify:album:2Ox0Xq0tXGhFUDm7kS9VhU,Summer Nights
3057,spotify:album:2uNFpEVey5RsxzTdoDmjiz,Beautiful Lies
3058,spotify:album:3VD88qNxAb8Efp8kxnf88N,If I Should Go Before You
3059,spotify:album:1Cm6wsvnTlOXrfI9PkD8i4,Native
3060,spotify:album:0FmdT7UUop9TUBPmJphI0s,Roaring 20s
3061,spotify:album:34icUhVB3Mxbot9DKoXH4u,Last Station + Rules
3062,spotify:album:55Fm920hiqUcGhKuv8hjgV,Brother
3063,spotify:album:4PAyBqzCYoIIjjPFszeqgT,Beneath The Skin
3064,spotify:album:4M2p2BIRHIeBu8Ew9IBQ0s,Kids In Love
3065,spotify:album:7xk1Tl6UZ8OALZkFEagPsM,So Much For The Afterglow
3066,spotify:album:0jTbnKGT0rLUBMLzvF7gRu,Je m'en fous - Single
3067,spotify:album:2GIrLP0PWskhZAJaHQtDux,Black
3068,spotify:album:1G4WDlYjm0VqgyEymNJRcf,Meat and Candy
3069,spotify:album:2QSiy6dksBLC7alEkA19f7,Girl Problems
3070,spotify:album:29mMmTIxYkA3uRKUJwM9lB,Southernality
3071,spotify:album:5Og3UBs6tCL47yee1ukYgw,Illinois
3072,spotify:album:4sSXylKcBB3p47VfrBJlfK,HERO (Deluxe Edition)
3073,spotify:album:7weU5IWFfeueNG5V68CTTT,Bring You Back
3074,spotify:album:6IvosVciDOQ9NAPaKwhtLY,The Sickness
3075,spotify:album:3kwbwO3wtwyNo7zCFzWkcW,Is There Anybody Out There? - Track by Track Commentary
3076,spotify:album:2a7ZZj9kScMguvCvxqnZKr,Bionic (Deluxe Version)
3077,spotify:album:3Gvp7hk4YWaWg2mF0XAauA,Gypsy Heart
3078,spotify:album:3gvxrEcMswdK7Idgd4CSYM,Lights Out
3079,spotify:album:02w1xMzzdF2OJxTeh1basm,Fallen
3080,spotify:album:1namjaJZ23ozXXB7X2d4hy,Crossfade
3081,spotify:album:4KbP58I8HjOsd1S8J7Ahjx,Finger Eleven
3082,spotify:album:78XjkzI0J1YpzKUPgzWbat,Pink Friday: Roman Reloaded The Re-Up
3083,spotify:album:25hgXh4ZOyncVZarZEHycm,Pink Friday ... Roman Reloaded
3084,spotify:album:1PZviVfBJJxNw5EtAwzdUu,2U (feat. Justin Bieber)
3085,spotify:album:1EoDsNmgTLtmwe1BDAVxV5,Red
3086,spotify:album:4KUYGny3RuZSUC3RiPAmlX,Bad Blood
3087,spotify:album:5yYFrOnqG8cEciKnsxHz2r,Illuminate
3088,spotify:album:7s5gKFHMzzMHyLE2KFXNkR,Crying in the Club
3089,spotify:album:1hj1SYbJYdXloRiSjsCLXg,Raise!
3090,spotify:album:0yS1j89glNzVI07nF4pxMs,Mes Soirées Disco
3091,spotify:album:1p4YwrjrP7t6Rfb755yoTQ,Uh-HUH!
3092,spotify:album:1BYEhfr8qQGNhbqPAbfnxk,Scarecrow
3093,spotify:album:6MCNMOCRsh6nxs7PNzc0zN,5
3094,spotify:album:60561o2TNguqnXD5ZurDup,This Desert Life
3095,spotify:album:3JWlQzyse21gwhqu2D6UQD,"Changes In Latitudes, Changes In Attitudes"
3096,spotify:album:51B7LbLWgYLKBVSpkan8Z7,Eagles (Remastered)
3097,spotify:album:6eXE4xeu9GHSa8zTEVtFep,Madman Across The Water
3098,spotify:album:0SeRWS3scHWplJhMppd6rJ,Under the Table and Dreaming (Expanded Edition)
3099,spotify:album:1olQuvonXXUEourYrj6daN,Ice On The Dune
3100,spotify:album:5LXL7uNAFSmVpdGk4xW2Mc,Maroon
3101,spotify:album:6BThqXIsF0nanWam5MSV8d,Tigerlily
3102,spotify:album:1Xsprdt1q9rOzTic7b9zYM,Continuum
3103,spotify:album:2ZytN2cY4Zjrr9ukb2rqTP,Off the Wall
3104,spotify:album:7pomP86PUhoJpY3fsC0WDQ,XSCAPE
3105,spotify:album:24TAupSNVWSAHL0R7n71vm,Bad 25th Anniversary
3106,spotify:album:1UVggFtdVPqHy5WamYFu6w,Beautiful Lies
3107,spotify:album:6ig2k0oiH2AXm8MugikskB,Fire Within
3108,spotify:album:07hC5JSKAodpBIVR6A772E,Something To Be
3109,spotify:album:72aNaOna8AV0GZADXRbFlX,cradlesong
3110,spotify:album:1D5z8QDWSmYm6MwrtLINYY,Busted Stuff
3111,spotify:album:2BxI2w5PnmoX6M81LfPbU9,Dave Matthews Band - The Best Of What's Around - Vol.1
3112,spotify:album:46g6b33tbttcPtzbwzBoG6,Honky Chateau
3113,spotify:album:5WupqgR68HfuHt3BMJtgun,Goodbye Yellow Brick Road
3114,spotify:album:3fK0onsqqQ6SrYzDRIdcdZ,Playlist: The Very Best Of Clay Aiken
3115,spotify:album:5pfNX9w6BgCXhLyZGs6YMS,White Blood Cells
3116,spotify:album:3s5QfMrbGfpZVuOsNSmACp,Get Behind Me Satan
3117,spotify:album:2256qKBSQdt53T5dz4Kdcs,Forever Young
3118,spotify:album:1bt6q2SruMsBtcerNVtpZB,Rumours
3119,spotify:album:5UAy7rBQad6mSxklbtqUa8,Breakfast In America
3120,spotify:album:5AYmpTfdv1OoASUJ5rZB7K,Cracked Rear View
3121,spotify:album:49n3sqv2vCz36QNrO41yKr,The Great Unknown
3122,spotify:album:7a5U0GPoAvT3gvEY66FRuN,All That You Can't Leave Behind
3123,spotify:album:3uSVy9q97sAzd5UE0dMdOT,"Hints, Allegations & Things Left Unsaid"
3124,spotify:album:30mXi1BVpzrlrncFYwWjWg,Collective Soul
3125,spotify:album:7BpwkWqF16bL3L5TIqireM,December / Gel [Digital 45]
3126,spotify:album:2wBhSJZmAtrQbrCGIJT8k1,Easy TV
3127,spotify:album:2ffqg7jK3IUXwZRREyjmO6,Greatest Hits
3128,spotify:album:30y0ZT845hhBoFNRKcZjT9,Wreck of the Day
3129,spotify:album:1qzfqlEyzPD0VyCcSSQwZD,Yes I Am
3130,spotify:album:1ZFC0iOKUp4M16eHXVaeG4,Simply The Best
3131,spotify:album:7gVHUNPQr0AE2A0Yf5MjqR,Private Dancer
3132,spotify:album:1qv4N04uuM0EfIjaJZTAj9,No Stranger To Shame
3133,spotify:album:2XstwYnZ4pC0O99VCOnfSa,Films About Ghosts: The Best Of...
3134,spotify:album:5jshY2hfKZryqQcqcv0pqH,Underwater Sunshine
3135,spotify:album:4rm8ejNq5my34IOrOvNL27,August & Everything After - Live At Town Hall
3136,spotify:album:07RHn8QzNSAJxWarDGNIqC,Saturday Nights & Sunday Mornings
3137,spotify:album:4YArB2Q848BDmmwUUumEFP,Recovering The Satellites
3138,spotify:album:4vUXTcKz7tXxrNl84meN6i,Yourself Or Someone Like You
3139,spotify:album:7fv4OVYUiixcwCGDRwvcH8,More Than You Think You Are
3140,spotify:album:3JdxPzUYUcVeRgfdOGXZLC,North
3141,spotify:album:3Z72KfamjH9Wc5m9mgVqI7,Crash
3142,spotify:album:0RHX9XECH8IVI3LNgWDpmQ,A Rush Of Blood To The Head
3143,spotify:album:4E7bV0pzG0LciBSWTszra6,X & Y
3144,spotify:album:4wBEBXmZSMUnscian0hgCI,Caribou
3145,spotify:album:42UI9dZM7ZJTW7ONG4wGEE,Living And Dying In 3 / 4 Time
3146,spotify:album:2bWrv4GCPouHOzSBYdYFY8,The Return Of The Spectacular Spinning Songbook
3147,spotify:album:28eOriEfl7IGbQDNvWIWXK,Synchronicity
3148,spotify:album:0BwWUstDMUbgq2NYONRqlu,Rumours
3149,spotify:album:34qCZlC7OvQ2h9rEFJzpMT,Harmonium
3150,spotify:album:2JcwQwy2KY3CEIzHUC30wG,Radio Hits Of the '70s
3151,spotify:album:2gvwC6eFsQH5rlvrZyhs3s,Dancing In The Moonlight
3152,spotify:album:4Gh6pRaXqXTtJx4plAJbBw,Can't Buy A Thrill
3153,spotify:album:1w7JOjdpfTBz4rvhWQDWJz,The Marshall Tucker Band
3154,spotify:album:10aiDpdFGyfCFEcqpx6XTq,Supernatural (Remastered)
3155,spotify:album:7tB40pGzj6Tg0HePj2jWZt,News Of The World
3156,spotify:album:37KYBt1Lzn4eJ4KoCFZcnR,Let's Dance
3157,spotify:album:2tzbNCAUTmW4MIM2Ulvrwl,Commodores
3158,spotify:album:18ogoWl1E1HJA8GaqIRM2V,Picture This
3159,spotify:album:59R6wpHlRk6Ui19e7qAgo1,The Raw And The Cooked
3160,spotify:album:1Xi55xFMaymXdSWshmxhw2,Wilson Phillips
3161,spotify:album:7A3LlV59lh4KljWa7I6Tks,Mama Said
3162,spotify:album:34K1Kvskt9arWy8E1Gz3Lw,Faith
3163,spotify:album:79yCNDXk5sNKwskcAOxUtz,Ophelia
3164,spotify:album:684Fi6YqIP9xU9JeboAgVM,Greatest
3165,spotify:album:54DjkEN3wdCQgfCTZ9WjdB,Parade - Music From The Motion Picture Under The Cherry Moon
3166,spotify:album:3U1ht9EdWEI9nMvaqdQI67,1999
3167,spotify:album:3REUXdj5OPKhuDTrTtCBU0,1984
3168,spotify:album:19lEZSnCCbVEkKchoPQWDZ,Aerosmith
3169,spotify:album:616UgaZTc454Gu0aXxVH3K,I Don't Want To Miss A Thing
3170,spotify:album:5nNeSC4KNxT50MnliLuGRa,Four
3171,spotify:album:1EpmjLPXCBJnmdDbgYiZbs,Echoes Of Time
3172,spotify:album:2tPoNLFPUhha81GJFfWY7r,Best Of Dobie Gray
3173,spotify:album:3rSa8BooDEnGNEJevXOwgI,Everyday
3174,spotify:album:1ZyeNQ6uvVyK3yNJDSLdRU,Playlist: The Very Best Of Los Lonely Boys
3175,spotify:album:3kt903x5U5IWJlwHyE481x,When In Rome
3176,spotify:album:5tIJTMfCGWcfU0vRbQ0jnH,Gather Me
3177,spotify:album:5IIYlM5tjDtW3fIgOIA5TB,Tornado
3178,spotify:album:55W1x2lE4oZsxb0p8YnNwy,Way To Normal
3179,spotify:album:1mMfvPS1HZsxtU958F4Eq9,Labour Of Love II
3180,spotify:album:7zAMTPQbo4MM4trmSpvsNo,Supply And Demand
3181,spotify:album:4zhRkgoZKC2xCPPys1gK4b,Simple Pleasures
3182,spotify:album:1bkxL5Wr2ODPlcgAptFRzt,All Rebel Rockers
3183,spotify:album:6NBox81OQox7U4I0hZB9t0,Wimoweh!!! - The Best Of The Tokens
3184,spotify:album:1o6SO1ywnIQgb3MFMF1siI,Jump Up Calypso
3185,spotify:album:7AgI5vniflcbh86Znea7yM,Under The Boardwalk
3186,spotify:album:4Pazwl8nUfQj49K6xyADQ7,All-Time Greatest Hits & More 1959-1965
3187,spotify:album:0AXoQGOZDaYSaOo0qCTiCr,You Get What You Give
3188,spotify:album:24CUjHxsqMFRx8f4P7iITD,The Sound Of Sunshine
3189,spotify:album:79oEP2VsoNcT88vY0DzS8U,Something Positive
3190,spotify:album:38rXEaS5HcLqNEBZRcIHVK,Life On A Rock
3191,spotify:album:09Cvd1XS0KwCXfMXukpvSS,Yael Naim
3192,spotify:album:5XEF3r3rrj8lxoEWKSBnke,Sounds Like This
3193,spotify:album:2gT72CpRI4izR1IUohkU7w,Love Is My Religion
3194,spotify:album:51B1RzotO05EShjth3xkOZ,Burn To Shine
3195,spotify:album:7m1r9h3wfPRm3Iv8uvq9vQ,The Score
3196,spotify:album:63m9O71CQBiSWJYRWBImCE,Donavon Frankenreiter
3197,spotify:album:3ZJCkMzqe5OzSkYMrCcuAs,Jason Mraz's Beautiful Mess: Live On Earth
3198,spotify:album:6T31ynBNvwXQ5q6JrMQg2r,Alle 40 Goed
3199,spotify:album:4EILSacm3UUtJUa5JlMZaD,All Of You
3200,spotify:album:5YEv101kdWy8liOvCZWtzy,Bad To The Bone
3201,spotify:album:7a8mrq83VEf0PoFh6pvtsb,Coco
3202,spotify:album:74fyfECdTUBoJYbcr7tCxo,Uprising
3203,spotify:album:6tBi2jfr3vkr3qLQAxZ1Tr,Brushfire Fairytales
3204,spotify:album:4371FJEyPOmAcfcKlXurHW,Wonders Of The Younger
3205,spotify:album:681V2bainzWuiFjq0uKcox,Girls And Boys
3206,spotify:album:0aCRJrY78QHUIJSqxOhwFW,Upside Down
3207,spotify:album:2n2VzyRpAty4hkMHBx1nV0,Lenka
3208,spotify:album:6bIjc1JgGxi8TsHUdUKNwO,Best Days
3209,spotify:album:1UwzOp5hn3lAbOqsAfXBw8,We Sing. We Dance. We Steal Things.
3210,spotify:album:6JXJKuUgJ3AKpU9gh9RJs6,"10,000 Towns"
3211,spotify:album:4mBkXRJvrRcANKf1K8JMYT,Enjoy Yourself
3212,spotify:album:3RE8NUULcBzFvVtCmlI4lb,Gettin' Ready
3213,spotify:album:2PBsbww0MYw9F1JzyYWIEO,"Hold On, I'm Comin'"
3214,spotify:album:5neTnVuGreOB8Az09WaoB1,20th Century Masters: The Millennium Collection: Best Of The '60s
3215,spotify:album:4T6nhb9QQpGzLiWkC6bG7y,Rockin' Robin
3216,spotify:album:3xAkvfCiTGNsh4tLFZPjOf,Happy Days Era
3217,spotify:album:0xwCULAn3Q6riESWorrqe2,This Is Stadium Anthems
3218,spotify:album:5cBYisZzEb84qxMwXVfcT3,Calypso
3219,spotify:album:0G1LmFHJo2ZS9hupjcjNsi,This Holloween
3220,spotify:album:5FnNO3IO6veN62ZdaV7j3z,Tuskegee
3221,spotify:album:30UgyUTvmdYXNo7CeMabXY,In the Summertime
3222,spotify:album:35pQoBuosurSPDG6vQlT0I,On The 6
3223,spotify:album:2jH4W2DOYeC553ZYJV5WaN,Lucky Day
3224,spotify:album:57FOprjpPos2tsxvFqD8Zi,The Best Pop Hits 90's
3225,spotify:album:3ZGnV27t899Lo4GylRkQdP,Baila Latino Vol. 2
3226,spotify:album:40rtksAqnwebfPKWzSL6Iv,Boombastic
3227,spotify:album:07rHeapdl0AM5vNgtn5wpq,The Best Of
3228,spotify:album:1csa5jK0ZBgHHwoZ4hx0gS,Fiesta Total 2011
3229,spotify:album:1ILknbSc8Ll0TqA8oJKkNV,Even Now
3230,spotify:album:5dtw6CoMhbrSj01YUvdQOF,Chief
3231,spotify:album:5Be2SD7NA17AVhzq3elNVX,One-Trick Pony (2011 Remaster)
3232,spotify:album:1hTrPei0GklnRTDtPZqcOu,Drinks After Work
3233,spotify:album:5qCluq1Q0C0nnywyrLykkN,Pain Killer
3234,spotify:album:2lkQd5T32QHDOfFkEIPJKz,G I R L
3235,spotify:album:6JIzTtUxNFG6zOGY4TQFWO,Still The One: Live From Vegas
3236,spotify:album:1xzeJ3NPSvnqKjTKwyjEtz,Right Place Right Time (Deluxe)
3237,spotify:album:5ApN9lqru1t3Xh1IaEGTll,Stealers Wheel
3238,spotify:album:5YKFdp4rB34KOsF8RlvhaI,Golden Years Of Dutch Pop Music
3239,spotify:album:5lPTpJorZZwS5pI9C0socS,"The Very Best of, Volume 2."
3240,spotify:album:4s2hhmQizU4FHtRU7dDzHP,Nilsson Schmilsson
3241,spotify:album:7dC9EutCtygeEpefdcjWTL,How Does That Grab You?
3242,spotify:album:7zNOhy2eut38BNsjAm2Utk,The Best Of Suzanne Vega - Tried And True
3243,spotify:album:20sTCgoQoWsFKnYgi89ESO,Cups (Pitch Perfect’s “When I’m Gone”)
3244,spotify:album:56PEwDj8MsEz0U90NeMFIC,Magazines Or Novels
3245,spotify:album:3Aw8a13WJi24hkjRRtMp9n,Freedom
3246,spotify:album:4ZoXZAcycK6K704FR735Ax,Party Rock Mansion
3247,spotify:album:0PXtSUifcfNg45o3FOEg31,Julie Is Her Name Volume 2
3248,spotify:album:3mNoFlD1wsoXfkljfFzExT,TALKING IS HARD
3249,spotify:album:48vOVvwuTXRNdiaW8NpAJ3,All Over The Road
3250,spotify:album:6MzrSTAQdDR92tHLLAhYp0,Based on a True Story...
3251,spotify:album:1tYJvi3YlS26yI7Wf8nlcx,Golden
3252,spotify:album:1Pv6Znx8kGygusP4fqBD7m,Four The Record
3253,spotify:album:4y5aIMkIOdo6z1c8qsI6xb,Crazy Ex-Girlfriend
3254,spotify:album:4ZnIw6llQFlXcFgjMNtrTw,Platinum
3255,spotify:album:2ZdBjpNzKeluVjBdZ4x12j,Dangerous Man
3256,spotify:album:0DlPNJ1lhOgcunXTsBboC0,Divine Discontent
3257,spotify:album:2zwyBK8ea29FqWuY8IiRJu,iSouljaBoyTellem
3258,spotify:album:5uvoHSFqpcGy1wY6PhWCnI,Aloha - EP
3259,spotify:album:4kmajI8zGguCoODAtFNAcB,All Of Me
3260,spotify:album:7HNboS0n64gNVx0rV3qT6a,Wovoka
3261,spotify:album:3ubQZz8WgIfvjSoekS5daO,The Essential Michael Jackson
3262,spotify:album:02f3y3NTsddjdUMoNiBppI,Make It Big
3263,spotify:album:2y3AR5hVWrVnM24Rh4ENYH,TMRWFRVR
3264,spotify:album:6qf9tE8pNRW0kX1Cucrixr,Pentatonix (Deluxe Version)
3265,spotify:album:7JLaQLufvpXszr0uJuuxTx,The 2nd Mini Album 'Electric Shock'
3266,spotify:album:5I0Wf7lRLZArM1K2uQ1AEA,St. Elsewhere
3267,spotify:album:5F4BPEd7S8ZNZetT2fiMwO,WTF (Where They From) [feat. Pharrell Williams]
3268,spotify:album:266GIPm6i2JAlnSsPcYhvE,Whip It!
3269,spotify:album:2GLETs2JWEl74J8LPvECwf,12 Years A Slave (Music From and Inspired by the Motion Picture)
3270,spotify:album:6CrjpyjlfjK95oHF6dvEnQ,Lean Into It [Expanded]
3271,spotify:album:7GaAXgbFSpcJOiLlFGYyOL,Feels Like Home
3272,spotify:album:3MEzfwBbtKxJAxo6chzkI3,Fare Thee Well [Dink's Song]
3273,spotify:album:4K9UmRSzPyIWBke5JWmT1R,So Much More
3274,spotify:album:1cAujZxQJDEhqXK0EBBNtr,You Can't Make Old Friends
3275,spotify:album:4DBeYVhZZiPNvpco55j8KW,Messenger
3276,spotify:album:1lkp6ma4LHGJPaTkD9bV0p,Almost Solo in NYC (Live)
3277,spotify:album:1HlwBBTjItwW2VN4OG1rin,Inside Llewyn Davis: Original Soundtrack Recording
3278,spotify:album:6b7DeWxueaZY0NNReD6TrK,Home Again
3279,spotify:album:4BwqIQOjJYXDwaOlr3zqI5,Wayfaring Stranger EP
3280,spotify:album:1A0FWBtQj78by96bac3l1L,In My Fathers Boots
3281,spotify:album:6uEgPlkfgRwWwEa4w62ZC2,Silent Steeples
3282,spotify:album:7kWiJBFrMMzj6YzslY4n0V,Diamonds On The Inside
3283,spotify:album:1lWoQwy7Q1j5LvGcW43XBN,Another Day
3284,spotify:album:0n93YRc9GP3ZgREgTHvP5u,Jackson Browne (Saturate Before Using)
3285,spotify:album:0kPTgjDnDiIMx0V87GDpso,Congress Hotel
3286,spotify:album:67pRSSM7zwfX164IQnpvO5,Solo
3287,spotify:album:29MSeSZkyk8p1rU9DIEoM4,EP3
3288,spotify:album:5SdHLjpe2OExJwDBoI8w6s,The Harbors We Seek
3289,spotify:album:42cIO0QtRJCbHyhMtRQheU,Fables
3290,spotify:album:7maZrVJGD2VVevE5YJX68x,Cassy O' (EP)
3291,spotify:album:0hjao9hWIDjmUFDiW6Q59W,Spotify Sessions
3292,spotify:album:6DcQ0gH9Hxp42PvNBoo5gX,The Village Sessions
3293,spotify:album:6S0BIiWtnqU0PtumXMpin0,Born and Raised
3294,spotify:album:3STvLB64wSuYSiTl7P0C7X,Growing Light
3295,spotify:album:0H58784amvgDd3ycBg8FDM,Jamie Lono & Noble Heart EP
3296,spotify:album:0n87tWacgsscFwyZgbnfRW,Four Songs
3297,spotify:album:7ecZGh7SICLEkqqkBNXfvE,"That Sea, The Gambler"
3298,spotify:album:7hmZCaBzp6mVrelxW6Ckrn,Heartbreaker
3299,spotify:album:0EGtVddwzSykYTiIFKrOVf,Return To Pooh Corner
3300,spotify:album:5BWgJaesMjpJWCTU9sgUPf,The Best: Loggins & Messina Sittin' In Again
3301,spotify:album:2IcmfT1b5m1wWrJI1ZVAUa,Welcome Home
3302,spotify:album:1OICQP3AoGHVNDQRV9aS6c,Southeastern
3303,spotify:album:3BtaYjFyAb4GmZ6qJxtiTr,Spotify Singles
3304,spotify:album:2Y2tMqcDVU2oMatek9xEP4,Fools
3305,spotify:album:4bPT6Q8ppaSNppk1kbEbLl,Mellon Collie and the Infinite Sadness
3306,spotify:album:3BSOiAas8BpJOii3kCPyjV,Vs.
3307,spotify:album:63HdXCn0Xz1pRZc2GzMw7k,Temple Of The Dog
3308,spotify:album:5pd9B3KQWKshHw4lnsSLNy,Vitalogy
3309,spotify:album:5B4PYA7wNN4WdEXdIJu58a,Ten
3310,spotify:album:2kllnMabPw1hYID0MhQRK0,What Separates Me From You
3311,spotify:album:0bCAjiUamIFqKJsekOYuRw,Wish You Were Here
3312,spotify:album:6FTFKwFEs3hwpnj68VKXg3,No Protection
3313,spotify:album:39WwaUn8HTVZpJJmAuIIHN,The Pinkprint
3314,spotify:album:5tBOCi2TekXZ1IbrmlBZO4,I Told You
3315,spotify:album:63McpWDS7P0dF06fqXQMCZ,because the internet
3316,spotify:album:3CCnGldVQ90c26aFATC1PW,4 Your Eyez Only
3317,spotify:album:57cPjjUXQq49x39940qwPx,Water (feat. Fronstreet)
3318,spotify:album:0ARVq1kA5eRP4F5VsZsr3m,Mi Gente (feat. Beyoncé)
3319,spotify:album:0Qrc4264bXNnDbJ4ASWUsZ,En Mi Lugar
3320,spotify:album:4InQY8f9WSCyvfoacqzJtX,No Hay Otro Nombre
3321,spotify:album:6L9KwXjzjFaM1PhQMvYYmm,Unidos Permanecemos
3322,spotify:album:2RNvr92S3rufXeAYnHr8qY,Esto Es Jesus Culture
3323,spotify:album:5krvA7IxNpPXSPFZdZUedg,En Esto Creo
3324,spotify:album:6Cc1JTOGWY55Fz5EVuadDy,Amanece
3325,spotify:album:1UtIEB5mwdQ9IG6Q7Ds2n5,Como En El Cielo (En Vivo)
3326,spotify:album:255rwV8lwNBydz4Has3O1D,Incontenible Es Tu Amor
3327,spotify:album:4MR89Rv07imESUDGKWCQRF,Eres Dios
3328,spotify:album:6C8aHPopOPhWYl5oaZ6Ghr,El Nos Ama (feat. Evan Craft)
3329,spotify:album:55HqetiVlI7d7XsFdvvyRa,Dejando Huella
